,2024.SB.Arkansas,2024.SB.Arizona,2024.SB.Villanova,2024.SB.SoutheastMoSt
2024.SB.Arkansas,0.0,0.8462026219429615,0.9942288034143932,0.9992599965890433
2024.SB.Arizona,0.1537973780570385,0.0,0.9663165677949204,0.9945736798428849
2024.SB.Villanova,0.0057711965856067585,0.033683432205079654,0.0,0.7590147069027897
2024.SB.SoutheastMoSt,0.0007400034109566291,0.005426320157115081,0.24098529309721028,0.0
