,2023.SB.OklahomaSt,2023.SB.WichitaSt,2023.SB.Nebraska,2023.SB.UMBC
2023.SB.OklahomaSt,0.0,0.9061626569105279,0.9358915005323426,0.9979356861959527
2023.SB.WichitaSt,0.09383734308947218,0.0,0.6066907505901148,0.9587794445191269
2023.SB.Nebraska,0.06410849946765741,0.39330924940988526,0.0,0.925054346159303
2023.SB.UMBC,0.0020643138040471487,0.041220555480873125,0.07494565384069697,0.0
