,2023.SB.Duke,2023.SB.Charlotte,2023.SB.Campbell,2023.SB.GeorgeMason
2023.SB.Duke,0.0,0.7415321993659907,0.7401679676364654,0.7360875505437036
2023.SB.Charlotte,0.25846780063400937,0.0,0.5098286042071848,0.5030322302820278
2023.SB.Campbell,0.2598320323635346,0.4901713957928152,0.0,0.49343601722575775
2023.SB.GeorgeMason,0.2639124494562963,0.4969677697179722,0.5065639827742423,0.0
