,2023.SB.UCLA,2023.SB.Liberty,2023.SB.SanDiegoSt,2023.SB.GrandCanyon
2023.SB.UCLA,0.0,0.8691086881317072,0.8297586289202813,0.6705435301865089
2023.SB.Liberty,0.13089131186829284,0.0,0.4289890390254998,0.2223310792997877
2023.SB.SanDiegoSt,0.17024137107971873,0.5710109609745002,0.0,0.2811287779349282
2023.SB.GrandCanyon,0.329456469813491,0.7776689207002123,0.7188712220650717,0.0
