,2024.SB.LSU,2024.SB.California,2024.SB.SouthernIll,2024.SB.JacksonSt
2024.SB.LSU,0.0,0.6260393703735916,0.28261816588507493,0.6839288571391271
2024.SB.California,0.37396062962640836,0.0,0.1810748622386542,0.5665946786508422
2024.SB.SouthernIll,0.7173818341149251,0.8189251377613458,0.0,0.8552007372049578
2024.SB.JacksonSt,0.3160711428608729,0.4334053213491578,0.1447992627950422,0.0
