,2024.SB.Missouri,2024.SB.Washington,2024.SB.Indiana,2024.SB.Omaha
2024.SB.Missouri,0.0,0.5520440605281425,0.6227850551781238,0.5977360563457114
2024.SB.Washington,0.4479559394718576,0.0,0.5760542028339672,0.555518835919464
2024.SB.Indiana,0.3772149448218762,0.42394579716603276,0.0,0.48882283637279555
2024.SB.Omaha,0.4022639436542886,0.44448116408053584,0.5111771636272044,0.0
