,2023.SB.Washington,2023.SB.Minnesota,2023.SB.McNeese,2023.SB.NorthernColo
2023.SB.Washington,0.0,0.6518364818222846,0.5379682271736089,0.8992510608748406
2023.SB.Minnesota,0.34816351817771535,0.0,0.3991218522956836,0.8039844949732021
2023.SB.McNeese,0.46203177282639113,0.6008781477043165,0.0,0.851839209178228
2023.SB.NorthernColo,0.10074893912515942,0.1960155050267978,0.14816079082177203,0.0
