,2024.SB.Texas,2024.SB.Northwestern,2024.SB.SaintFrancis-PA,2024.SB.Siena
2024.SB.Texas,0.0,0.9648462895123209,0.8771054982700716,0.9999110079725385
2024.SB.Northwestern,0.03515371048767909,0.0,0.27178497009493624,0.9650139401109998
2024.SB.SaintFrancis-PA,0.12289450172992844,0.7282150299050637,0.0,0.9904784299650632
2024.SB.Siena,8.899202746154922e-05,0.0349860598890001,0.009521570034936793,0.0
