,2023.SB.OklahomaSt,2023.SB.WichitaSt,2023.SB.Nebraska,2023.SB.UMBC
2023.SB.OklahomaSt,0.0,0.9488074092256973,0.9936749300065086,0.9999928499770994
2023.SB.WichitaSt,0.0511925907743027,0.0,0.8560597836284193,0.9987269566306799
2023.SB.Nebraska,0.006325069993491329,0.14394021637158072,0.0,0.9750008213397838
2023.SB.UMBC,7.1500229006044815e-06,0.001273043369320037,0.024999178660216132,0.0
