,2024.SB.TexasA&M,2024.SB.TexasSt,2024.SB.PennSt,2024.SB.UAlbany
2024.SB.TexasA&M,0.0,0.5913499099104248,0.9866351126506585,0.9358140389619205
2024.SB.TexasSt,0.40865009008957526,0.0,0.9485442174670812,0.8570400424596699
2024.SB.PennSt,0.013364887349341529,0.051455782532918784,0.0,0.2761402325358425
2024.SB.UAlbany,0.06418596103807944,0.14295995754033014,0.7238597674641575,0.0
