,2022.SB.Arkansas,2022.SB.Oregon,2022.SB.WichitaSt,2022.SB.Princeton
2022.SB.Arkansas,0.0,0.9458904617074265,0.8334531447663148,0.9888962020501713
2022.SB.Oregon,0.054109538292573436,0.0,0.1596454526846529,0.8463029190782381
2022.SB.WichitaSt,0.16654685523368518,0.8403545473153471,0.0,0.9793523747579358
2022.SB.Princeton,0.011103797949828806,0.15369708092176196,0.02064762524206416,0.0
