,2023.SB.LSU,2023.SB.Louisiana,2023.SB.Omaha,2023.SB.PrairieView
2023.SB.LSU,0.0,0.8340754485005643,0.9974759920645978,0.9999999967771274
2023.SB.Louisiana,0.1659245514994358,0.0,0.9851471322251039,0.9999998308527056
2023.SB.Omaha,0.002524007935402198,0.014852867774896143,0.0,0.9803441884470963
2023.SB.PrairieView,3.222872616191773e-09,1.6914729440298011e-07,0.019655811552903787,0.0
