,2024.SB.Duke,2024.SB.SouthCarolina,2024.SB.Utah,2024.SB.MorganSt
2024.SB.Duke,0.0,0.8987532049649094,0.9493770175345947,0.9151293401008613
2024.SB.SouthCarolina,0.10124679503509058,0.0,0.5728695061167696,0.5313971370920634
2024.SB.Utah,0.05062298246540527,0.4271304938832305,0.0,0.46149800858434026
2024.SB.MorganSt,0.08487065989913871,0.46860286290793673,0.5385019914156597,0.0
