,2022.SB.VirginiaTech,2022.SB.Kentucky,2022.SB.Miami-OH,2022.SB.SaintFrancis
2022.SB.VirginiaTech,0.0,0.961606126616772,0.9998891546936297,0.9996858157332019
2022.SB.Kentucky,0.03839387338322797,0.0,0.9956946797105676,0.995874763315479
2022.SB.Miami-OH,0.00011084530637024857,0.004305320289432422,0.0,0.6804836880053178
2022.SB.SaintFrancis,0.00031418426679810814,0.004125236684521031,0.31951631199468233,0.0
