,2022.SB.Missouri,2022.SB.Illinois,2022.SB.Arizona,2022.SB.MissouriSt
2022.SB.Missouri,0.0,0.7778587058306655,0.4750033967111159,0.9723807823922662
2022.SB.Illinois,0.22214129416933454,0.0,0.18696490971737983,0.8785907625891203
2022.SB.Arizona,0.5249966032888842,0.8130350902826202,0.0,0.9836655770051103
2022.SB.MissouriSt,0.027619217607733785,0.12140923741087979,0.01633442299488971,0.0
