,2024.SB.Texas,2024.SB.Northwestern,2024.SB.SaintFrancis-PA,2024.SB.Siena
2024.SB.Texas,0.0,0.8310905671691562,0.6906682531013317,0.944460051472302
2024.SB.Northwestern,0.16890943283084384,0.0,0.33590626476370994,0.7392144572773651
2024.SB.SaintFrancis-PA,0.30933174689866816,0.66409373523629,0.0,0.84933850671726
2024.SB.Siena,0.055539948527697905,0.2607855427226349,0.15066149328273998,0.0
