,2022.SB.Washington,2022.SB.Texas,2022.SB.WeberSt,2022.SB.Lehigh
2022.SB.Washington,0.0,0.8109684857581246,0.7068328859256927,0.9956452045048022
2022.SB.Texas,0.18903151424187534,0.0,0.3661839883176721,0.9836447151953556
2022.SB.WeberSt,0.2931671140743073,0.6338160116823279,0.0,0.9897846110862654
2022.SB.Lehigh,0.004354795495197777,0.01635528480464449,0.010215388913734642,0.0
