,2023.SB.Oklahoma,2023.SB.California,2023.SB.Missouri,2023.SB.Hofstra
2023.SB.Oklahoma,0.0,0.9932041584051556,0.9813386093666449,0.9999998944685305
2023.SB.California,0.006795841594844361,0.0,0.37124816071383576,0.9990815761818406
2023.SB.Missouri,0.01866139063335518,0.6287518392861642,0.0,0.999420136520674
2023.SB.Hofstra,1.0553146948641701e-07,0.0009184238181594526,0.0005798634793260637,0.0
