,2023.SB.Tennessee,2023.SB.Indiana,2023.SB.Louisville,2023.SB.NorthernKy
2023.SB.Tennessee,0.0,0.9377477792318389,0.9361357657885425,0.9856510736356435
2023.SB.Indiana,0.06225222076816101,0.0,0.5311975345526865,0.8883987318150403
2023.SB.Louisville,0.06386423421145757,0.4688024654473135,0.0,0.8645618428304476
2023.SB.NorthernKy,0.014348926364356456,0.11160126818495981,0.13543815716955243,0.0
