,2022.SB.ArizonaSt,2022.SB.LSU,2022.SB.SanDiegoSt,2022.SB.CalStFullerton
2022.SB.ArizonaSt,0.0,0.863537738782307,0.9927961142214967,0.9999997047629955
2022.SB.LSU,0.13646226121769303,0.0,0.9386971098182215,0.9999722602236796
2022.SB.SanDiegoSt,0.0072038857785032395,0.06130289018177846,0.0,0.9840036404456357
2022.SB.CalStFullerton,2.9523700442467466e-07,2.773977632031189e-05,0.015996359554364282,0.0
