,2022.SB.Tennessee,2022.SB.OhioSt,2022.SB.OregonSt,2022.SB.Campbell
2022.SB.Tennessee,0.0,0.9713162649040722,0.4922422010800436,0.988830385340324
2022.SB.OhioSt,0.02868373509592786,0.0,0.06278183260751675,0.7938176832459637
2022.SB.OregonSt,0.5077577989199563,0.9372181673924833,0.0,0.9693424470443873
2022.SB.Campbell,0.011169614659676079,0.2061823167540363,0.0306575529556127,0.0
