,2022.SB.Clemson,2022.SB.Auburn,2022.SB.Louisiana,2022.SB.UNCW
2022.SB.Clemson,0.0,0.32409215563137,0.5857586069287537,0.8637772888039744
2022.SB.Auburn,0.6759078443686299,0.0,0.7777840256972572,0.953870827367956
2022.SB.Louisiana,0.4142413930712463,0.22221597430274267,0.0,0.850042266215631
2022.SB.UNCW,0.13622271119602555,0.04612917263204397,0.14995773378436902,0.0
