,2024.SB.Arkansas,2024.SB.Arizona,2024.SB.Villanova,2024.SB.SoutheastMoSt
2024.SB.Arkansas,0.0,0.631088422110471,0.7055435996490027,0.8110691724971469
2024.SB.Arizona,0.36891157788952894,0.0,0.6005013009191776,0.7423943546257225
2024.SB.Villanova,0.29445640035099724,0.39949869908082236,0.0,0.6482341470714296
2024.SB.SoutheastMoSt,0.18893082750285306,0.2576056453742775,0.35176585292857043,0.0
