,2023.SB.Arkansas,2023.SB.Oregon,2023.SB.NotreDame,2023.SB.Harvard
2023.SB.Arkansas,0.0,0.7359868000162215,0.9123269201917551,0.9335565074988251
2023.SB.Oregon,0.2640131999837784,0.0,0.770426655309467,0.8374277715178527
2023.SB.NotreDame,0.0876730798082449,0.22957334469053306,0.0,0.6418114633902843
2023.SB.Harvard,0.06644349250117491,0.16257222848214725,0.35818853660971567,0.0
