,2023.SB.Northwestern,2023.SB.Kentucky,2023.SB.Miami-OH,2023.SB.EasternIll
2023.SB.Northwestern,0.0,0.9531017545626276,0.8885345008900297,0.952529801152366
2023.SB.Kentucky,0.04689824543737249,0.0,0.30110613874169423,0.6018063652930122
2023.SB.Miami-OH,0.11146549910997028,0.6988938612583059,0.0,0.759118640578709
2023.SB.EasternIll,0.047470198847634044,0.3981936347069878,0.24088135942129094,0.0
