,2022.SB.UCLA,2022.SB.OleMiss,2022.SB.LMU-CA,2022.SB.GrandCanyon
2022.SB.UCLA,0.0,0.9828204585981485,0.9977848074154587,0.9999316146447645
2022.SB.OleMiss,0.017179541401851604,0.0,0.8568710360661217,0.9716039273773996
2022.SB.LMU-CA,0.002215192584541207,0.14312896393387836,0.0,0.7582333922894408
2022.SB.GrandCanyon,6.838535523550113e-05,0.02839607262260038,0.2417666077105592,0.0
