,2022.SB.Northwestern,2022.SB.NotreDame,2022.SB.McNeese,2022.SB.Oakland
2022.SB.Northwestern,0.0,0.2596842131440546,0.8673470180541182,0.9884060553010162
2022.SB.NotreDame,0.7403157868559453,0.0,0.9574298350580545,0.9979783560417801
2022.SB.McNeese,0.13265298194588188,0.042570164941945626,0.0,0.8849025206378666
2022.SB.Oakland,0.011593944698983748,0.002021643958219915,0.11509747936213341,0.0
