,2024.SB.Texas,2024.SB.Northwestern,2024.SB.SaintFrancis-PA,2024.SB.Siena
2024.SB.Texas,0.0,0.9929228409609236,0.9970648036886521,0.9999999996211816
2024.SB.Northwestern,0.007077159039076312,0.0,0.7001862692096049,0.9994667136298594
2024.SB.SaintFrancis-PA,0.0029351963113478877,0.2998137307903951,0.0,0.9928845847189022
2024.SB.Siena,3.7881844926422565e-10,0.0005332863701406398,0.007115415281097861,0.0
