,2023.SB.UCLA,2023.SB.Liberty,2023.SB.SanDiegoSt,2023.SB.GrandCanyon
2023.SB.UCLA,0.0,0.9994880192313134,0.9994449119113933,0.9978268771827506
2023.SB.Liberty,0.000511980768686624,0.0,0.4873090626462206,0.27789488078842867
2023.SB.SanDiegoSt,0.000555088088606767,0.5126909373537795,0.0,0.28845190017161854
2023.SB.GrandCanyon,0.002173122817249331,0.7221051192115714,0.7115480998283814,0.0
