,2022.SB.Washington,2022.SB.Texas,2022.SB.WeberSt,2022.SB.Lehigh
2022.SB.Washington,0.0,0.65668744610688,0.5286554712667743,0.8838783439265033
2022.SB.Texas,0.34331255389311993,0.0,0.36459844363676047,0.8099184538642736
2022.SB.WeberSt,0.47134452873322574,0.6354015563632396,0.0,0.8809907845515269
2022.SB.Lehigh,0.11612165607349675,0.19008154613572642,0.11900921544847312,0.0
