,2022.SB.FloridaSt,2022.SB.MississippiSt,2022.SB.SouthFla,2022.SB.Howard
2022.SB.FloridaSt,0.0,0.9667909809955738,0.8148423346212765,0.9999999999866331
2022.SB.MississippiSt,0.03320901900442616,0.0,0.2982102579475551,0.9999997525763392
2022.SB.SouthFla,0.18515766537872344,0.7017897420524448,0.0,0.9999969133611398
2022.SB.Howard,1.3366880743074439e-11,2.474236607432324e-07,3.0866388601931885e-06,0.0
