,2023.SB.OklahomaSt,2023.SB.WichitaSt,2023.SB.Nebraska,2023.SB.UMBC
2023.SB.OklahomaSt,0.0,0.591678997623783,0.9772175047612229,0.9889574169722274
2023.SB.WichitaSt,0.40832100237621705,0.0,0.9717978275009106,0.9874596497827952
2023.SB.Nebraska,0.022782495238777057,0.028202172499089375,0.0,0.7173539578619492
2023.SB.UMBC,0.011042583027772591,0.012540350217204784,0.28264604213805083,0.0
