,2023.SB.Clemson,2023.SB.Auburn,2023.SB.CalStFullerton,2023.SB.UNCGreensboro
2023.SB.Clemson,0.0,0.7825757579021286,0.8896949886299375,0.8983669380754299
2023.SB.Auburn,0.21742424209787134,0.0,0.7042048879363723,0.6837606796516934
2023.SB.CalStFullerton,0.11030501137006256,0.2957951120636278,0.0,0.44905583862938414
2023.SB.UNCGreensboro,0.10163306192457017,0.31623932034830665,0.550944161370616,0.0
