,2022.SB.Arkansas,2022.SB.Oregon,2022.SB.WichitaSt,2022.SB.Princeton
2022.SB.Arkansas,0.0,0.7866029190978813,0.6550998459242707,0.7975808394799486
2022.SB.Oregon,0.21339708090211873,0.0,0.314151928996464,0.5500632614507739
2022.SB.WichitaSt,0.3449001540757293,0.6858480710035361,0.0,0.715372643690359
2022.SB.Princeton,0.20241916052005135,0.44993673854922617,0.284627356309641,0.0
