,2024.SB.Alabama,2024.SB.Clemson,2024.SB.SoutheasternLa,2024.SB.USCUpstate
2024.SB.Alabama,0.0,0.6209056995266926,0.8338311557155742,0.9729235342282332
2024.SB.Clemson,0.3790943004733075,0.0,0.7951124044411276,0.9754067091912737
2024.SB.SoutheasternLa,0.16616884428442577,0.20488759555887243,0.0,0.8585199356833001
2024.SB.USCUpstate,0.027076465771766783,0.024593290808726284,0.14148006431669988,0.0
