,2023.SB.FloridaSt,2023.SB.SouthCarolina,2023.SB.UCF,2023.SB.Marist
2023.SB.FloridaSt,0.0,0.7765284088928909,0.9956780563127237,0.999995026609688
2023.SB.SouthCarolina,0.22347159110710915,0.0,0.9631423459087056,0.9996234984766101
2023.SB.UCF,0.004321943687276398,0.03685765409129443,0.0,0.9440889598508229
2023.SB.Marist,4.973390311948723e-06,0.0003765015233898836,0.055911040149177214,0.0
