,2022.SB.Clemson,2022.SB.Auburn,2022.SB.Louisiana,2022.SB.UNCW
2022.SB.Clemson,0.0,0.5380135619237137,0.684940236295131,0.9689928630889445
2022.SB.Auburn,0.46198643807628625,0.0,0.6702686910903679,0.9792297281385708
2022.SB.Louisiana,0.31505976370486893,0.32973130890963204,0.0,0.9608166724055376
2022.SB.UNCW,0.031007136911055437,0.020770271861429185,0.039183327594462344,0.0
