,2024.SB.Florida,2024.SB.SouthAlabama,2024.SB.FlaAtlantic,2024.SB.FGCU
2024.SB.Florida,0.0,0.9874276007859029,0.9902447924097914,0.9981139971393678
2024.SB.SouthAlabama,0.01257239921409717,0.0,0.4654058200648607,0.765509412593404
2024.SB.FlaAtlantic,0.009755207590208675,0.5345941799351392,0.0,0.805690226738042
2024.SB.FGCU,0.0018860028606321828,0.23449058740659598,0.19430977326195797,0.0
