,2022.SB.OklahomaSt,2022.SB.Nebraska,2022.SB.NorthTexas,2022.SB.Fordham
2022.SB.OklahomaSt,0.0,0.6865977003648678,0.75285352671036,0.8529378738050873
2022.SB.Nebraska,0.3134022996351322,0.0,0.591572290533299,0.7573028078831737
2022.SB.NorthTexas,0.2471464732896401,0.4084277094667011,0.0,0.6857723404659002
2022.SB.Fordham,0.14706212619491268,0.24269719211682625,0.3142276595340997,0.0
