,2022.SB.Clemson,2022.SB.Auburn,2022.SB.Louisiana,2022.SB.UNCW
2022.SB.Clemson,0.0,0.6887420734581206,0.4129956003387919,0.8716197956781768
2022.SB.Auburn,0.3112579265418794,0.0,0.21097955201046228,0.7874967280016064
2022.SB.Louisiana,0.5870043996612081,0.7890204479895377,0.0,0.9313607219610289
2022.SB.UNCW,0.12838020432182326,0.2125032719983935,0.06863927803897109,0.0
