,2024.SB.LSU,2024.SB.California,2024.SB.SouthernIll,2024.SB.JacksonSt
2024.SB.LSU,0.0,0.9208007667062267,0.9257517337591766,0.9999999586637582
2024.SB.California,0.0791992332937733,0.0,0.6391306573605597,0.9999947994820169
2024.SB.SouthernIll,0.07424826624082337,0.3608693426394402,0.0,0.9991802456346408
2024.SB.JacksonSt,4.133624172454567e-08,5.200517983252782e-06,0.0008197543653592436,0.0
