,2024.SB.Missouri,2024.SB.Washington,2024.SB.Indiana,2024.SB.Omaha
2024.SB.Missouri,0.0,0.6647441476864732,0.8211442359395923,0.7828784526846166
2024.SB.Washington,0.33525585231352695,0.0,0.7041928227625683,0.6866411421583791
2024.SB.Indiana,0.1788557640604077,0.29580717723743166,0.0,0.5310059743164761
2024.SB.Omaha,0.21712154731538338,0.31335885784162093,0.4689940256835238,0.0
