,2022.SB.Washington,2022.SB.Texas,2022.SB.WeberSt,2022.SB.Lehigh
2022.SB.Washington,0.0,0.7813168898013944,0.9814497377853516,0.9986524085273399
2022.SB.Texas,0.21868311019860562,0.0,0.9298523212981372,0.9943101343195312
2022.SB.WeberSt,0.018550262214648342,0.07014767870186274,0.0,0.8895236483151716
2022.SB.Lehigh,0.0013475914726601634,0.005689865680468787,0.11047635168482849,0.0
