,2022.SB.Missouri,2022.SB.Illinois,2022.SB.Arizona,2022.SB.MissouriSt
2022.SB.Missouri,0.0,0.7951418189275281,0.4588369816027724,0.9867098640346667
2022.SB.Illinois,0.20485818107247195,0.0,0.14027085991672839,0.9147034608708975
2022.SB.Arizona,0.5411630183972275,0.8597291400832717,0.0,0.997020626225248
2022.SB.MissouriSt,0.013290135965333407,0.08529653912910248,0.0029793737747519844,0.0
