,Unnamed: 0.1,Unnamed: 0,Year,Date,Team,TeamUID,TeamConference,Opponent,OppUID,OppConference,Location,Conference,Win,Loss,Tie,RunsFor,RunsAgainst
2160,2160,11,2021,2021-03-07,DePaul,2021.SB.DePaul,Big East,Miami (OH),2021.SB.Miami-OH,MAC,Neutral,0,1,0,0,5,4
2161,2161,12,2021,2021-03-06,DePaul,2021.SB.DePaul,Big East,Louisville,2021.SB.Louisville,ACC,Away,0,0,1,0,0,3
2162,2162,13,2021,2021-03-08,DePaul,2021.SB.DePaul,Big East,Bradley,2021.SB.Bradley,MVC,Away,0,1,0,0,4,1
2163,2163,14,2021,2021-03-08,DePaul,2021.SB.DePaul,Big East,Bradley,2021.SB.Bradley,MVC,Away,0,0,1,0,1,2
2164,2164,15,2021,2021-03-13,DePaul,2021.SB.DePaul,Big East,St. John's (NY),2021.SB.StJohn's-NY,Big East,Away,1,1,0,0,8,0
2165,2165,16,2021,2021-03-13,DePaul,2021.SB.DePaul,Big East,St. John's (NY),2021.SB.StJohn's-NY,Big East,Away,1,1,0,0,6,5
2166,2166,17,2021,2021-03-14,DePaul,2021.SB.DePaul,Big East,St. John's (NY),2021.SB.StJohn's-NY,Big East,Away,1,1,0,0,9,8
2167,2167,18,2021,2021-04-02,DePaul,2021.SB.DePaul,Big East,UConn,2021.SB.UConn,Big East,Home,1,1,0,0,5,1
2168,2168,19,2021,2021-04-02,DePaul,2021.SB.DePaul,Big East,UConn,2021.SB.UConn,Big East,Home,1,1,0,0,6,4
2169,2169,20,2021,2021-04-03,DePaul,2021.SB.DePaul,Big East,UConn,2021.SB.UConn,Big East,Home,1,1,0,0,4,2
2170,2170,21,2021,2021-04-07,DePaul,2021.SB.DePaul,Big East,NIU,2021.SB.NIU,MAC,Home,0,1,0,0,6,5
2171,2171,22,2021,2021-04-10,DePaul,2021.SB.DePaul,Big East,Villanova,2021.SB.Villanova,Big East,Away,1,0,1,0,0,2
2172,2172,23,2021,2021-04-10,DePaul,2021.SB.DePaul,Big East,Villanova,2021.SB.Villanova,Big East,Away,1,1,0,0,3,2
2173,2173,24,2021,2021-05-13,DePaul,2021.SB.DePaul,Big East,Villanova,2021.SB.Villanova,Big East,Neutral,1,0,1,0,1,9
2174,2174,25,2021,2021-04-13,DePaul,2021.SB.DePaul,Big East,Illinois St.,2021.SB.IllinoisSt,MVC,Away,0,0,1,0,2,7
2175,2175,26,2021,2021-04-17,DePaul,2021.SB.DePaul,Big East,Creighton,2021.SB.Creighton,Big East,Home,1,1,0,0,6,0
2176,2176,27,2021,2021-04-17,DePaul,2021.SB.DePaul,Big East,Creighton,2021.SB.Creighton,Big East,Home,1,1,0,0,4,1
2177,2177,28,2021,2021-04-18,DePaul,2021.SB.DePaul,Big East,Creighton,2021.SB.Creighton,Big East,Home,1,1,0,0,10,2
2178,2178,29,2021,2021-05-01,DePaul,2021.SB.DePaul,Big East,Butler,2021.SB.Butler,Big East,Away,1,1,0,0,2,0
2179,2179,30,2021,2021-05-01,DePaul,2021.SB.DePaul,Big East,Butler,2021.SB.Butler,Big East,Away,1,1,0,0,5,1
2180,2180,31,2021,2021-05-02,DePaul,2021.SB.DePaul,Big East,Butler,2021.SB.Butler,Big East,Away,1,1,0,0,3,1
2181,2181,32,2021,2021-05-13,DePaul,2021.SB.DePaul,Big East,Butler,2021.SB.Butler,Big East,Neutral,1,0,1,0,1,8
2182,2182,33,2021,2021-05-07,DePaul,2021.SB.DePaul,Big East,UIC,2021.SB.UIC,Horizon,Home,0,1,0,0,4,3
2183,2183,34,2021,2021-05-08,DePaul,2021.SB.DePaul,Big East,UIC,2021.SB.UIC,Horizon,Home,0,1,0,0,4,1
2184,2184,35,2021,2021-05-08,DePaul,2021.SB.DePaul,Big East,UIC,2021.SB.UIC,Horizon,Home,0,1,0,0,4,0
2185,2185,0,2021,2021-02-11,BYU,2021.SB.BYU,WCC,Arizona St.,2021.SB.ArizonaSt,Pac-12,Away,0,0,1,0,2,7
2186,2186,1,2021,2021-02-11,BYU,2021.SB.BYU,WCC,Arizona St.,2021.SB.ArizonaSt,Pac-12,Away,0,0,1,0,5,7
2187,2187,2,2021,2021-05-21,BYU,2021.SB.BYU,WCC,Arizona St.,2021.SB.ArizonaSt,Pac-12,Away,0,1,0,0,9,8
2188,2188,3,2021,2021-02-12,BYU,2021.SB.BYU,WCC,Utah,2021.SB.Utah,Pac-12,Neutral,0,0,1,0,0,1
2189,2189,4,2021,2021-04-21,BYU,2021.SB.BYU,WCC,Utah,2021.SB.Utah,Pac-12,Home,0,1,0,0,7,6
2190,2190,5,2021,2021-02-13,BYU,2021.SB.BYU,WCC,Seattle U,2021.SB.SeattleU,WAC,Neutral,0,1,0,0,4,3
2191,2191,6,2021,2021-02-25,BYU,2021.SB.BYU,WCC,Seattle U,2021.SB.SeattleU,WAC,Neutral,0,1,0,0,4,0
2192,2192,7,2021,2021-02-18,BYU,2021.SB.BYU,WCC,Washington,2021.SB.Washington,Pac-12,Neutral,0,0,1,0,1,4
2193,2193,8,2021,2021-02-19,BYU,2021.SB.BYU,WCC,Montana,2021.SB.Montana,Big Sky,Neutral,0,1,0,0,9,0
2194,2194,9,2021,2021-02-19,BYU,2021.SB.BYU,WCC,Utah St.,2021.SB.UtahSt,Mountain West,Neutral,0,1,0,0,6,3
2195,2195,10,2021,2021-04-06,BYU,2021.SB.BYU,WCC,Utah St.,2021.SB.UtahSt,Mountain West,Home,0,1,0,0,4,0
2196,2196,11,2021,2021-05-11,BYU,2021.SB.BYU,WCC,Utah St.,2021.SB.UtahSt,Mountain West,Away,0,1,0,0,4,0
2197,2197,12,2021,2021-02-20,BYU,2021.SB.BYU,WCC,Utah Valley,2021.SB.UtahValley,WAC,Neutral,0,1,0,0,7,2
2198,2198,13,2021,2021-04-14,BYU,2021.SB.BYU,WCC,Utah Valley,2021.SB.UtahValley,WAC,Home,0,1,0,0,8,2
2199,2199,14,2021,2021-04-27,BYU,2021.SB.BYU,WCC,Utah Valley,2021.SB.UtahValley,WAC,Away,0,0,1,0,1,8
2200,2200,15,2021,2021-02-20,BYU,2021.SB.BYU,WCC,Nevada,2021.SB.Nevada,Mountain West,Neutral,0,1,0,0,7,1
2201,2201,16,2021,2021-02-25,BYU,2021.SB.BYU,WCC,Arizona,2021.SB.Arizona,Pac-12,Away,0,0,1,0,0,12
2202,2202,17,2021,2021-02-27,BYU,2021.SB.BYU,WCC,Arizona,2021.SB.Arizona,Pac-12,Away,0,0,1,0,3,11
2203,2203,18,2021,2021-02-26,BYU,2021.SB.BYU,WCC,Oregon St.,2021.SB.OregonSt,Pac-12,Neutral,0,0,1,0,3,10
2204,2204,19,2021,2021-03-04,BYU,2021.SB.BYU,WCC,California,2021.SB.California,Pac-12,Neutral,0,1,0,0,8,7
2205,2205,20,2021,2021-03-04,BYU,2021.SB.BYU,WCC,Stanford,2021.SB.Stanford,Pac-12,Away,0,0,1,0,3,5
2206,2206,21,2021,2021-03-06,BYU,2021.SB.BYU,WCC,Stanford,2021.SB.Stanford,Pac-12,Away,0,0,1,0,2,3
2207,2207,22,2021,2021-03-24,BYU,2021.SB.BYU,WCC,Stanford,2021.SB.Stanford,Pac-12,Home,0,0,1,0,4,5
2208,2208,23,2021,2021-03-05,BYU,2021.SB.BYU,WCC,UC Santa Barbara,2021.SB.UCSantaBarbara,Big West,Neutral,0,1,0,0,4,1
2209,2209,24,2021,2021-03-10,BYU,2021.SB.BYU,WCC,Sam Houston,2021.SB.SamHouston,Southland,Neutral,0,1,0,0,12,2
2210,2210,25,2021,2021-03-11,BYU,2021.SB.BYU,WCC,Texas St.,2021.SB.TexasSt,Sun Belt,Away,0,0,1,0,1,2
2211,2211,26,2021,2021-03-12,BYU,2021.SB.BYU,WCC,UTSA,2021.SB.UTSA,CUSA,Neutral,0,1,0,0,11,2
2212,2212,27,2021,2021-03-13,BYU,2021.SB.BYU,WCC,Texas,2021.SB.Texas,Big 12,Away,0,0,1,0,7,10
2213,2213,28,2021,2021-03-26,BYU,2021.SB.BYU,WCC,Boise St.,2021.SB.BoiseSt,Mountain West,Home,0,0,1,0,4,6
2214,2214,29,2021,2021-03-26,BYU,2021.SB.BYU,WCC,Boise St.,2021.SB.BoiseSt,Mountain West,Home,0,1,0,0,4,1
2215,2215,30,2021,2021-03-27,BYU,2021.SB.BYU,WCC,Southern Utah,2021.SB.SouthernUtah,Big Sky,Home,0,1,0,0,8,0
2216,2216,31,2021,2021-04-15,BYU,2021.SB.BYU,WCC,Southern Utah,2021.SB.SouthernUtah,Big Sky,Home,0,1,0,0,8,0
2217,2217,32,2021,2021-05-04,BYU,2021.SB.BYU,WCC,Southern Utah,2021.SB.SouthernUtah,Big Sky,Away,0,1,0,0,9,0
2218,2218,33,2021,2021-04-01,BYU,2021.SB.BYU,WCC,Baylor,2021.SB.Baylor,Big 12,Home,0,1,0,0,4,1
2219,2219,34,2021,2021-04-02,BYU,2021.SB.BYU,WCC,Baylor,2021.SB.Baylor,Big 12,Home,0,1,0,0,7,5
2220,2220,35,2021,2021-04-02,BYU,2021.SB.BYU,WCC,Baylor,2021.SB.Baylor,Big 12,Home,0,1,0,0,7,5
2221,2221,36,2021,2021-04-09,BYU,2021.SB.BYU,WCC,Saint Mary's (CA),2021.SB.SaintMary's-CA,WCC,Away,1,1,0,0,10,6
2222,2222,37,2021,2021-04-10,BYU,2021.SB.BYU,WCC,Saint Mary's (CA),2021.SB.SaintMary's-CA,WCC,Away,1,1,0,0,8,5
2223,2223,38,2021,2021-04-10,BYU,2021.SB.BYU,WCC,Saint Mary's (CA),2021.SB.SaintMary's-CA,WCC,Away,1,1,0,0,1,0
2224,2224,39,2021,2021-04-13,BYU,2021.SB.BYU,WCC,Idaho St.,2021.SB.IdahoSt,Big Sky,Home,0,1,0,0,10,1
2225,2225,40,2021,2021-04-23,BYU,2021.SB.BYU,WCC,San Diego,2021.SB.SanDiego,WCC,Home,1,1,0,0,3,1
2226,2226,41,2021,2021-04-23,BYU,2021.SB.BYU,WCC,San Diego,2021.SB.SanDiego,WCC,Home,1,1,0,0,11,3
2227,2227,42,2021,2021-04-24,BYU,2021.SB.BYU,WCC,San Diego,2021.SB.SanDiego,WCC,Home,1,1,0,0,3,0
2228,2228,43,2021,2021-04-30,BYU,2021.SB.BYU,WCC,LMU (CA),2021.SB.LMU-CA,WCC,Away,1,1,0,0,5,2
2229,2229,44,2021,2021-05-01,BYU,2021.SB.BYU,WCC,LMU (CA),2021.SB.LMU-CA,WCC,Away,1,0,1,0,2,3
2230,2230,45,2021,2021-05-01,BYU,2021.SB.BYU,WCC,LMU (CA),2021.SB.LMU-CA,WCC,Away,1,1,0,0,9,1
2231,2231,46,2021,2021-05-07,BYU,2021.SB.BYU,WCC,Santa Clara,2021.SB.SantaClara,WCC,Away,1,1,0,0,9,0
2232,2232,47,2021,2021-05-07,BYU,2021.SB.BYU,WCC,Santa Clara,2021.SB.SantaClara,WCC,Away,1,1,0,0,15,2
2233,2233,48,2021,2021-05-08,BYU,2021.SB.BYU,WCC,Santa Clara,2021.SB.SantaClara,WCC,Away,1,1,0,0,6,1
2234,2234,49,2021,2021-05-20,BYU,2021.SB.BYU,WCC,Virginia Tech,2021.SB.VirginiaTech,ACC,Neutral,0,0,1,0,2,5
2235,2235,50,2021,2021-05-22,BYU,2021.SB.BYU,WCC,Virginia Tech,2021.SB.VirginiaTech,ACC,Neutral,0,0,1,0,3,11
2236,2236,51,2021,2021-05-21,BYU,2021.SB.BYU,WCC,Southern Ill.,2021.SB.SouthernIll,MVC,Neutral,0,1,0,0,7,2
2237,2237,0,2021,2021-02-13,Notre Dame,2021.SB.NotreDame,ACC,Alabama,2021.SB.Alabama,SEC,Neutral,0,0,1,0,0,10
2238,2238,1,2021,2021-02-14,Notre Dame,2021.SB.NotreDame,ACC,Alabama St.,2021.SB.AlabamaSt,SWAC,Away,0,1,0,0,13,0
2239,2239,2,2021,2021-02-19,Notre Dame,2021.SB.NotreDame,ACC,Syracuse,2021.SB.Syracuse,ACC,Neutral,1,0,1,0,2,3
2240,2240,3,2021,2021-02-20,Notre Dame,2021.SB.NotreDame,ACC,Duke,2021.SB.Duke,ACC,Away,1,1,0,0,5,3
2241,2241,4,2021,2021-02-21,Notre Dame,2021.SB.NotreDame,ACC,Duke,2021.SB.Duke,ACC,Away,1,0,1,0,1,3
2242,2242,5,2021,2021-02-21,Notre Dame,2021.SB.NotreDame,ACC,Duke,2021.SB.Duke,ACC,Away,1,0,1,0,0,3
2243,2243,6,2021,2021-02-26,Notre Dame,2021.SB.NotreDame,ACC,Villanova,2021.SB.Villanova,Big East,Neutral,0,1,0,0,8,2
2244,2244,7,2021,2021-02-27,Notre Dame,2021.SB.NotreDame,ACC,Villanova,2021.SB.Villanova,Big East,Neutral,0,1,0,0,8,0
2245,2245,8,2021,2021-02-28,Notre Dame,2021.SB.NotreDame,ACC,Villanova,2021.SB.Villanova,Big East,Neutral,0,1,0,0,11,3
2246,2246,9,2021,2021-02-26,Notre Dame,2021.SB.NotreDame,ACC,Liberty,2021.SB.Liberty,ASUN,Away,0,0,1,0,2,3
2247,2247,10,2021,2021-02-27,Notre Dame,2021.SB.NotreDame,ACC,Liberty,2021.SB.Liberty,ASUN,Away,0,1,0,0,3,1
2248,2248,11,2021,2021-03-12,Notre Dame,2021.SB.NotreDame,ACC,North Carolina,2021.SB.NorthCarolina,ACC,Away,1,0,1,0,0,6
2249,2249,12,2021,2021-03-13,Notre Dame,2021.SB.NotreDame,ACC,North Carolina,2021.SB.NorthCarolina,ACC,Away,1,1,0,0,13,0
2250,2250,13,2021,2021-03-13,Notre Dame,2021.SB.NotreDame,ACC,North Carolina,2021.SB.NorthCarolina,ACC,Away,1,1,0,0,4,0
2251,2251,14,2021,2021-03-14,Notre Dame,2021.SB.NotreDame,ACC,North Carolina,2021.SB.NorthCarolina,ACC,Away,1,0,1,0,1,2
2252,2252,15,2021,2021-03-19,Notre Dame,2021.SB.NotreDame,ACC,Georgia Tech,2021.SB.GeorgiaTech,ACC,Away,1,1,0,0,5,3
2253,2253,16,2021,2021-03-20,Notre Dame,2021.SB.NotreDame,ACC,Georgia Tech,2021.SB.GeorgiaTech,ACC,Away,1,0,1,0,7,8
2254,2254,17,2021,2021-03-20,Notre Dame,2021.SB.NotreDame,ACC,Georgia Tech,2021.SB.GeorgiaTech,ACC,Away,1,1,0,0,9,1
2255,2255,18,2021,2021-03-21,Notre Dame,2021.SB.NotreDame,ACC,Georgia Tech,2021.SB.GeorgiaTech,ACC,Away,1,1,0,0,6,2
2256,2256,19,2021,2021-03-24,Notre Dame,2021.SB.NotreDame,ACC,Valparaiso,2021.SB.Valparaiso,MVC,Home,0,1,0,0,8,0
2257,2257,20,2021,2021-03-26,Notre Dame,2021.SB.NotreDame,ACC,NC State,2021.SB.NCState,ACC,Home,1,1,0,0,6,5
2258,2258,21,2021,2021-03-27,Notre Dame,2021.SB.NotreDame,ACC,NC State,2021.SB.NCState,ACC,Home,1,1,0,0,8,0
2259,2259,22,2021,2021-03-27,Notre Dame,2021.SB.NotreDame,ACC,NC State,2021.SB.NCState,ACC,Home,1,1,0,0,7,6
2260,2260,23,2021,2021-03-31,Notre Dame,2021.SB.NotreDame,ACC,Central Mich.,2021.SB.CentralMich,MAC,Home,0,1,0,0,7,4
2261,2261,24,2021,2021-04-02,Notre Dame,2021.SB.NotreDame,ACC,Florida St.,2021.SB.FloridaSt,ACC,Away,1,0,1,0,1,3
2262,2262,25,2021,2021-04-03,Notre Dame,2021.SB.NotreDame,ACC,Florida St.,2021.SB.FloridaSt,ACC,Away,1,0,1,0,0,8
2263,2263,26,2021,2021-04-03,Notre Dame,2021.SB.NotreDame,ACC,Florida St.,2021.SB.FloridaSt,ACC,Away,1,0,1,0,0,8
2264,2264,27,2021,2021-04-04,Notre Dame,2021.SB.NotreDame,ACC,Florida St.,2021.SB.FloridaSt,ACC,Away,1,0,1,0,0,5
2265,2265,28,2021,2021-04-07,Notre Dame,2021.SB.NotreDame,ACC,Western Mich.,2021.SB.WesternMich,MAC,Home,0,1,0,0,8,1
2266,2266,29,2021,2021-04-16,Notre Dame,2021.SB.NotreDame,ACC,Virginia,2021.SB.Virginia,ACC,Home,1,1,0,0,7,1
2267,2267,30,2021,2021-04-17,Notre Dame,2021.SB.NotreDame,ACC,Virginia,2021.SB.Virginia,ACC,Home,1,1,0,0,6,3
2268,2268,31,2021,2021-04-17,Notre Dame,2021.SB.NotreDame,ACC,Virginia,2021.SB.Virginia,ACC,Home,1,1,0,0,3,2
2269,2269,32,2021,2021-04-18,Notre Dame,2021.SB.NotreDame,ACC,Virginia,2021.SB.Virginia,ACC,Home,1,1,0,0,5,1
2270,2270,33,2021,2021-04-23,Notre Dame,2021.SB.NotreDame,ACC,Virginia Tech,2021.SB.VirginiaTech,ACC,Away,1,1,0,0,2,1
2271,2271,34,2021,2021-04-23,Notre Dame,2021.SB.NotreDame,ACC,Virginia Tech,2021.SB.VirginiaTech,ACC,Away,1,1,0,0,6,5
2272,2272,35,2021,2021-04-24,Notre Dame,2021.SB.NotreDame,ACC,Virginia Tech,2021.SB.VirginiaTech,ACC,Away,1,1,0,0,4,3
2273,2273,36,2021,2021-04-25,Notre Dame,2021.SB.NotreDame,ACC,Virginia Tech,2021.SB.VirginiaTech,ACC,Away,1,1,0,0,3,1
2274,2274,37,2021,2021-05-13,Notre Dame,2021.SB.NotreDame,ACC,Virginia Tech,2021.SB.VirginiaTech,ACC,Neutral,1,0,1,0,1,4
2275,2275,38,2021,2021-05-01,Notre Dame,2021.SB.NotreDame,ACC,Charlotte,2021.SB.Charlotte,CUSA,Home,0,1,0,0,3,0
2276,2276,39,2021,2021-05-01,Notre Dame,2021.SB.NotreDame,ACC,Charlotte,2021.SB.Charlotte,CUSA,Home,0,1,0,0,11,6
2277,2277,40,2021,2021-05-07,Notre Dame,2021.SB.NotreDame,ACC,Boston College,2021.SB.BostonCollege,ACC,Home,1,1,0,0,1,0
2278,2278,41,2021,2021-05-08,Notre Dame,2021.SB.NotreDame,ACC,Boston College,2021.SB.BostonCollege,ACC,Home,1,1,0,0,10,2
2279,2279,42,2021,2021-05-08,Notre Dame,2021.SB.NotreDame,ACC,Boston College,2021.SB.BostonCollege,ACC,Home,1,1,0,0,10,0
2280,2280,43,2021,2021-05-21,Notre Dame,2021.SB.NotreDame,ACC,Miami (OH),2021.SB.Miami-OH,MAC,Neutral,0,1,0,0,3,2
2281,2281,44,2021,2021-05-22,Notre Dame,2021.SB.NotreDame,ACC,Kentucky,2021.SB.Kentucky,SEC,Away,0,1,0,0,12,3
2282,2282,45,2021,2021-05-23,Notre Dame,2021.SB.NotreDame,ACC,Kentucky,2021.SB.Kentucky,SEC,Away,0,0,1,0,0,7
2283,2283,46,2021,2021-05-23,Notre Dame,2021.SB.NotreDame,ACC,Kentucky,2021.SB.Kentucky,SEC,Away,0,0,1,0,0,4
2284,2284,0,2021,2021-02-12,Troy,2021.SB.Troy,Sun Belt,UAB,2021.SB.UAB,CUSA,Home,0,1,0,0,8,0
2285,2285,1,2021,2021-02-12,Troy,2021.SB.Troy,Sun Belt,Ole Miss,2021.SB.OleMiss,SEC,Home,0,1,0,0,5,2
2286,2286,2,2021,2021-02-13,Troy,2021.SB.Troy,Sun Belt,Belmont,2021.SB.Belmont,OVC,Home,0,1,0,0,3,1
2287,2287,3,2021,2021-02-14,Troy,2021.SB.Troy,Sun Belt,Belmont,2021.SB.Belmont,OVC,Home,0,1,0,0,8,0
2288,2288,4,2021,2021-02-17,Troy,2021.SB.Troy,Sun Belt,Liberty,2021.SB.Liberty,ASUN,Home,0,0,1,0,1,3
2289,2289,5,2021,2021-02-19,Troy,2021.SB.Troy,Sun Belt,Western Caro.,2021.SB.WesternCaro,SoCon,Home,0,1,0,0,9,1
2290,2290,6,2021,2021-02-20,Troy,2021.SB.Troy,Sun Belt,Western Caro.,2021.SB.WesternCaro,SoCon,Home,0,1,0,0,4,0
2291,2291,7,2021,2021-02-19,Troy,2021.SB.Troy,Sun Belt,Mercer,2021.SB.Mercer,SoCon,Home,0,1,0,0,12,4
2292,2292,8,2021,2021-02-21,Troy,2021.SB.Troy,Sun Belt,Mercer,2021.SB.Mercer,SoCon,Home,0,1,0,0,9,1
2293,2293,9,2021,2021-02-24,Troy,2021.SB.Troy,Sun Belt,Samford,2021.SB.Samford,SoCon,Home,0,1,0,0,3,2
2294,2294,10,2021,2021-02-24,Troy,2021.SB.Troy,Sun Belt,Samford,2021.SB.Samford,SoCon,Home,0,1,0,0,7,1
2295,2295,11,2021,2021-02-26,Troy,2021.SB.Troy,Sun Belt,North Carolina,2021.SB.NorthCarolina,ACC,Neutral,0,1,0,0,2,0
2296,2296,12,2021,2021-02-26,Troy,2021.SB.Troy,Sun Belt,North Carolina,2021.SB.NorthCarolina,ACC,Neutral,0,0,1,0,2,8
2297,2297,13,2021,2021-02-27,Troy,2021.SB.Troy,Sun Belt,Memphis,2021.SB.Memphis,AAC,Neutral,0,1,0,0,6,2
2298,2298,14,2021,2021-02-27,Troy,2021.SB.Troy,Sun Belt,Memphis,2021.SB.Memphis,AAC,Neutral,0,1,0,0,6,1
2299,2299,15,2021,2021-02-28,Troy,2021.SB.Troy,Sun Belt,Alabama,2021.SB.Alabama,SEC,Away,0,0,1,0,0,2
2300,2300,16,2021,2021-03-04,Troy,2021.SB.Troy,Sun Belt,Auburn,2021.SB.Auburn,SEC,Away,0,0,1,0,1,8
2301,2301,17,2021,2021-03-10,Troy,2021.SB.Troy,Sun Belt,Auburn,2021.SB.Auburn,SEC,Home,0,0,1,0,0,3
2302,2302,18,2021,2021-03-05,Troy,2021.SB.Troy,Sun Belt,Southeastern La.,2021.SB.SoutheasternLa,Southland,Neutral,0,1,0,0,9,6
2303,2303,19,2021,2021-03-05,Troy,2021.SB.Troy,Sun Belt,Southeastern La.,2021.SB.SoutheasternLa,Southland,Neutral,0,1,0,0,9,6
2304,2304,20,2021,2021-03-06,Troy,2021.SB.Troy,Sun Belt,Southern Miss.,2021.SB.SouthernMiss,CUSA,Neutral,0,1,0,0,5,4
2305,2305,21,2021,2021-03-06,Troy,2021.SB.Troy,Sun Belt,Southern Miss.,2021.SB.SouthernMiss,CUSA,Neutral,0,0,1,0,3,4
2306,2306,22,2021,2021-03-13,Troy,2021.SB.Troy,Sun Belt,UT Arlington,2021.SB.UTArlington,Sun Belt,Away,1,1,0,0,5,0
2307,2307,23,2021,2021-03-13,Troy,2021.SB.Troy,Sun Belt,UT Arlington,2021.SB.UTArlington,Sun Belt,Away,1,1,0,0,4,1
2308,2308,24,2021,2021-03-14,Troy,2021.SB.Troy,Sun Belt,UT Arlington,2021.SB.UTArlington,Sun Belt,Away,1,1,0,0,10,2
2309,2309,25,2021,2021-05-12,Troy,2021.SB.Troy,Sun Belt,UT Arlington,2021.SB.UTArlington,Sun Belt,Neutral,1,0,1,0,1,2
2310,2310,26,2021,2021-05-14,Troy,2021.SB.Troy,Sun Belt,UT Arlington,2021.SB.UTArlington,Sun Belt,Neutral,1,1,0,0,3,1
2311,2311,27,2021,2021-03-19,Troy,2021.SB.Troy,Sun Belt,Georgia St.,2021.SB.GeorgiaSt,Sun Belt,Away,1,1,0,0,12,0
2312,2312,28,2021,2021-03-20,Troy,2021.SB.Troy,Sun Belt,Georgia St.,2021.SB.GeorgiaSt,Sun Belt,Away,1,1,0,0,11,6
2313,2313,29,2021,2021-03-21,Troy,2021.SB.Troy,Sun Belt,Georgia St.,2021.SB.GeorgiaSt,Sun Belt,Away,1,1,0,0,7,1
2314,2314,30,2021,2021-04-02,Troy,2021.SB.Troy,Sun Belt,Ga. Southern,2021.SB.GaSouthern,Sun Belt,Home,1,1,0,0,5,0
2315,2315,31,2021,2021-04-03,Troy,2021.SB.Troy,Sun Belt,Ga. Southern,2021.SB.GaSouthern,Sun Belt,Home,1,1,0,0,4,0
2316,2316,32,2021,2021-04-03,Troy,2021.SB.Troy,Sun Belt,Ga. Southern,2021.SB.GaSouthern,Sun Belt,Home,1,1,0,0,9,0
2317,2317,33,2021,2021-04-07,Troy,2021.SB.Troy,Sun Belt,South Alabama,2021.SB.SouthAlabama,Sun Belt,Home,1,1,0,0,3,0
2318,2318,34,2021,2021-05-07,Troy,2021.SB.Troy,Sun Belt,South Alabama,2021.SB.SouthAlabama,Sun Belt,Away,1,1,0,0,1,0
2319,2319,35,2021,2021-05-08,Troy,2021.SB.Troy,Sun Belt,South Alabama,2021.SB.SouthAlabama,Sun Belt,Away,1,0,1,0,6,7
2320,2320,36,2021,2021-05-14,Troy,2021.SB.Troy,Sun Belt,South Alabama,2021.SB.SouthAlabama,Sun Belt,Neutral,1,0,1,0,6,10
2321,2321,37,2021,2021-04-11,Troy,2021.SB.Troy,Sun Belt,Louisiana,2021.SB.Louisiana,Sun Belt,Home,1,0,1,0,2,5
2322,2322,38,2021,2021-04-11,Troy,2021.SB.Troy,Sun Belt,Louisiana,2021.SB.Louisiana,Sun Belt,Home,1,0,1,0,7,8
2323,2323,39,2021,2021-04-12,Troy,2021.SB.Troy,Sun Belt,Louisiana,2021.SB.Louisiana,Sun Belt,Home,1,0,1,0,2,10
2324,2324,40,2021,2021-04-17,Troy,2021.SB.Troy,Sun Belt,ULM,2021.SB.ULM,Sun Belt,Away,1,1,0,0,13,2
2325,2325,41,2021,2021-04-17,Troy,2021.SB.Troy,Sun Belt,ULM,2021.SB.ULM,Sun Belt,Away,1,1,0,0,10,6
2326,2326,42,2021,2021-04-18,Troy,2021.SB.Troy,Sun Belt,ULM,2021.SB.ULM,Sun Belt,Away,1,1,0,0,5,2
2327,2327,43,2021,2021-05-13,Troy,2021.SB.Troy,Sun Belt,ULM,2021.SB.ULM,Sun Belt,Neutral,1,1,0,0,5,1
2328,2328,44,2021,2021-04-21,Troy,2021.SB.Troy,Sun Belt,Georgia Tech,2021.SB.GeorgiaTech,ACC,Home,0,0,1,0,2,4
2329,2329,45,2021,2021-04-21,Troy,2021.SB.Troy,Sun Belt,Georgia Tech,2021.SB.GeorgiaTech,ACC,Home,0,1,0,0,9,5
2330,2330,46,2021,2021-04-25,Troy,2021.SB.Troy,Sun Belt,App State,2021.SB.AppState,Sun Belt,Away,1,1,0,0,3,2
2331,2331,47,2021,2021-04-25,Troy,2021.SB.Troy,Sun Belt,App State,2021.SB.AppState,Sun Belt,Away,1,1,0,0,8,6
2332,2332,48,2021,2021-04-30,Troy,2021.SB.Troy,Sun Belt,Texas St.,2021.SB.TexasSt,Sun Belt,Home,1,0,1,0,3,4
2333,2333,49,2021,2021-05-01,Troy,2021.SB.Troy,Sun Belt,Texas St.,2021.SB.TexasSt,Sun Belt,Home,1,0,1,0,0,3
2334,2334,50,2021,2021-05-02,Troy,2021.SB.Troy,Sun Belt,Texas St.,2021.SB.TexasSt,Sun Belt,Home,1,1,0,0,6,4
2335,2335,51,2021,2021-05-21,Troy,2021.SB.Troy,Sun Belt,Clemson,2021.SB.Clemson,ACC,Neutral,0,0,1,0,0,8
2336,2336,52,2021,2021-05-22,Troy,2021.SB.Troy,Sun Belt,Clemson,2021.SB.Clemson,ACC,Neutral,0,0,1,0,2,4
2337,2337,53,2021,2021-05-22,Troy,2021.SB.Troy,Sun Belt,Alabama St.,2021.SB.AlabamaSt,SWAC,Neutral,0,1,0,0,8,0
2338,2338,0,2021,2021-02-19,Western Ky.,2021.SB.WesternKy,CUSA,Kennesaw St.,2021.SB.KennesawSt,ASUN,Neutral,0,1,0,0,2,1
2339,2339,1,2021,2021-02-20,Western Ky.,2021.SB.WesternKy,CUSA,Kennesaw St.,2021.SB.KennesawSt,ASUN,Neutral,0,0,1,0,4,5
