TeamUID,TeamConference,OffStrength,DefVulnerability,SAOS,SADV,CAOS,CADV
2021.SB.A&M-CorpusChristi,Southland,3.4444444444444446,0.5341463414634147,6.6795960343934135,1.1673445457889426,7.335150169300032,1.165217931469166
2021.SB.AbileneChristian,Southland,3.6444444444444444,0.6902439024390244,7.468280980683888,1.469933716256671,7.335150169300032,1.165217931469166
2021.SB.Akron,MAC,2.5686274509803924,0.6606886657101866,5.07012097836194,1.2382263837749412,7.842539289368777,1.2550056251290962
2021.SB.Alabama,SEC,6.0,0.24318507890961266,16.525332107191208,0.44787001631331175,15.15051877650181,0.4844519314257123
2021.SB.AlabamaA&M,SWAC,3.2142857142857144,0.6428571428571428,5.36475381898411,1.3669487675032674,3.585476664817656,1.9159697592534668
2021.SB.AlabamaSt,SWAC,4.073170731707317,0.5648423557406306,6.8750206531785665,1.318057840184925,3.585476664817656,1.9159697592534668
2021.SB.Alcorn,SWAC,3.9285714285714284,0.654616724738676,6.718988568853125,1.5426689401410527,3.585476664817656,1.9159697592534668
2021.SB.AppState,Sun Belt,4.5,0.4127783669141039,8.908667765490943,0.8376607157197964,10.3762094309708,0.9191202502927023
2021.SB.Arizona,Pac-12,6.224489795918367,0.22623195619711298,14.81244032824911,0.40952981643827036,15.35695467759611,0.453240690393431
2021.SB.ArizonaSt,Pac-12,6.673913043478261,0.4080063626723224,15.605084715285912,0.7326795953115675,15.35695467759611,0.453240690393431
2021.SB.Ark-PineBluff,SWAC,2.225806451612903,0.8391030684500395,4.108988534125153,1.8497498250218432,3.585476664817656,1.9159697592534668
2021.SB.Arkansas,SEC,5.469387755102041,0.3068690890990543,13.889142427129293,0.5718843954642073,15.15051877650181,0.4844519314257123
2021.SB.ArmyWestPoint,Patriot,4.181818181818182,0.3924611973392461,11.060332006099978,0.7651938884670554,9.828512594631476,1.0045922867413677
2021.SB.Auburn,SEC,3.122448979591837,0.2687904430064709,8.484602770341237,0.48053419390586855,15.15051877650181,0.4844519314257123
2021.SB.AustinPeay,OVC,4.6976744186046515,0.37521270561542824,10.519954369416531,0.8792525909719934,8.244356030628053,0.9972357498222777
2021.SB.BYU,WCC,5.625,0.3589939024390244,10.846364516149407,0.7706763067592503,7.048045158473191,1.094832831500315
2021.SB.BallSt,MAC,6.37037037037037,0.5060975609756098,11.900894738781178,1.0194703423919438,7.842539289368777,1.2550056251290962
2021.SB.Baylor,Big 12,4.521739130434782,0.4509544008483563,9.677608597635425,0.7604707814604895,14.422343399998068,0.6621018969209636
2021.SB.Belmont,OVC,3.1951219512195124,0.5621653777513386,7.365346743202257,1.2325338332450402,8.244356030628053,0.9972357498222777
2021.SB.Binghamton,America East,2.92,0.3951219512195122,5.981294659758396,0.9271297263000099,9.833556238275754,1.0034748908280613
2021.SB.BoiseSt,Mountain West,3.4,0.40487804878048783,6.440755305450791,0.8254521305855459,7.914491629890214,0.9705430699295695
2021.SB.BostonCollege,ACC,2.511111111111111,0.4975609756097561,5.498634024785623,1.060794708302968,11.794478951792044,0.5282546166147534
2021.SB.BostonU,Patriot,6.088235294117647,0.16140602582496416,12.471186862914223,0.43875693890800593,9.828512594631476,1.0045922867413677
2021.SB.BowlingGreen,MAC,3.5283018867924527,0.42245743212149106,6.165303179630118,0.8255789887655974,7.842539289368777,1.2550056251290962
2021.SB.Bradley,MVC,3.5121951219512195,0.5407495538370019,7.028232416503473,1.2094141669217546,8.654467108854671,1.006966534306197
2021.SB.Brown,Ivy League,5.0,0.8780487804878049,11.491491491491491,4.148148148148148,6.889304466525504,1.1593602983391178
2021.SB.Bryant,NEC,2.8518518518518516,0.8495934959349594,5.007560780461633,1.5799315215651448,8.380088504292837,1.1064906451368006
2021.SB.Bucknell,Patriot,3.6333333333333333,0.4060975609756098,6.7674909059337685,1.075954013416882,9.828512594631476,1.0045922867413677
2021.SB.Buffalo,MAC,4.24,0.6870731707317074,7.6487089463792595,1.365094481298457,7.842539289368777,1.2550056251290962
2021.SB.Butler,Big East,3.1025641025641026,0.37992495309568486,6.705434841303272,0.8148224729479876,9.330560178360232,0.9734036527009592
2021.SB.CSUN,Big West,2.1739130434782608,0.496288441145281,4.531692151759403,1.1212705965673422,8.140472251133634,1.2296959751975842
2021.SB.CalPoly,Big West,4.28125,0.6208079268292683,8.379331501377965,1.5035717690201609,8.140472251133634,1.2296959751975842
2021.SB.CalStFullerton,Big West,5.708333333333333,0.3132621951219512,11.466389244570031,0.6735317593482605,8.140472251133634,1.2296959751975842
2021.SB.California,Pac-12,3.5428571428571427,0.46411149825783976,8.53233389752092,0.9124097565052701,15.35695467759611,0.453240690393431
2021.SB.Campbell,Big South,4.386363636363637,0.3442350332594235,8.729773814137895,0.7564853221652605,7.572496469466493,1.1130075887319504
2021.SB.CentralArk,Southland,4.962962962962963,0.241869918699187,9.756203444457148,0.5074601625133491,7.335150169300032,1.165217931469166
2021.SB.CentralConnSt,NEC,5.666666666666667,0.458980044345898,10.195338639714956,0.8561556626960036,8.380088504292837,1.1064906451368006
